 	Identification	Name	Group of collection	Collection		Strain type		Synonyms	Reference équilibre	Date d'isolement	T ° of incubation	Bibliography	Sequence reference	Private Strain	Genotype	strain MOT	Wanted MTA	GMO strain	Restrictions on the dissemination	History of deposit	Isolated from	Properties	Classification	Clinical shape	Phenotype	Comments	Sequence reference	pathogenicity	Lieu	Classe emballage	Atmosphère incubation	Medium 
114	PCC 73103	Fischerella	Cyanobactéries	PCC	407			Fischerella muscicola	UTEX LB 1301;IAM M-125;CCAP 1427/1 as Fischerella muscicola;SAG 1427/1 as Fremyella muscicola	01-01-1951	37°C°	Indian J. Agr. Sci., 1951, 21, 357-373; J. Gen. Microbiol., 1979, 111, 1-61.		false		false	false	false		R. Rippka <- (l) W. Koch as Fischerella muscicola SAG 1427-1 <- A. K. Mitra as Fischerella muscicola 	Soil, rice field	%G+C: 42.4 Genome size (Gdal): 4.02 Nutrition: chemoheterotroph Thermophilie: + N2 fixation: aerobic Pigments C-PE: - Pigments PEC: + CCA: - W/D (vegetatives cells): 5 - 8 W/D (transient stages): 2.5 - 3.5 Motility: transient Gas vesicles: - Designation: ATCC 29114 							near Allahabad, India	B	Aerobic	1547
115	PCC 73104	Nodularia	Cyanobactéries	PCC	407			 	CCAP 1452/4 (no longer available);UTEX B 2091 as Nodularia spumigena		22°	J. Gen. Microbiol., 1979, 111, 1-61; Can. J. Bot., 1980, 58, 1211-1224; Catalogue & Taxonomic Handbook, 1992, Institut Pasteur, Paris, 1-103; Int. J. Syst. Evol. Microbiol., 2000, 50, 1833-1847; Subsection IV, in «Bergey's Manual of Systematic Bacteriology», 2001b, 2nd Ed., 1, 562-589.		false		false	false	false		R. Rippka <- (I) R. N. Nordin	Soil, alkaline	%G+C: 40.5 Genome size (Gdal): 3.34 Nutrition: chemoheterotroph N2 fixation: aerobic Pigments C-PE: - Pigments PEC: - CCA: - W/D (vegetatives cells): 7 - 8 W/D (transient stages): n/a Designation: ATCC 29167 (no longer available) 							Spotted Lake, Osoyoos, British Columbia, Canada	B	Aerobic	1540
116	PCC 73105	Anabaena	Cyanobactéries	PCC	407			Anabaena aequalis, Anabaena cylindrica	SAG 1403-2 as Anabaena cylindrica;UTEX 1609 as Anabaena aequalis;UTEX B629 as Anabaena cylindrica;UTEX 1611 as Anabaena cylindrica;CCAP 1403/2A as Anabaena cylindrica;CCAP 1403/2B as Anabaena cylindrica	01-01-1939	22°	J. Exper. Biol., 1942, 19, 78-87; J. Gen. Microbiol., 1979, 111, 1-61; Int. J. Syst. Bacteriol., 1981, 31, 139-147. 		false		false	false	false		R. Rippka <- (l) P. Fay <- (P) G. E. Fogg <- (P) S. P. Chu	Water, pond	N2 fixation: aerobic Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent Gas vesicles: - Designation: ATCC 27899  (no longer available) 							Cambridge, UK	B	Aerobic	1547
117	PCC 73106	Gloeocapsa	Cyanobactéries	PCC	407			 	SAG 6.82 as Chroococcus sp.	01-01-1972	22°	J. Gen. Microbiol., 1979, 111, 1-61; Subsection I, in «Bergey's Manual of Systematic Bacteriology», 2001, 2nd Ed., 1, 493-514.		false		false	false	false		R. Rippka	Sphagnum bog	%G+C: 41.7 Genome size (Gdal): 2.97 Nutrition: obligate autotroph Salt tolerance: stenohaline N2 fixation: - Pigments C-PE: + Pigments PEC: - CCA: I W/D (vegetatives cells): 6 - 7 W/D (transient stages): n/a Motility: permanent Gas vesicles: - Designation: ATCC 27928 				GCA_000332035.1			Switzerland	B	Aerobic	1539
118	PCC 73107	Gloeothece	Cyanobactéries	PCC	407					01-01-1972	22°	J. Gen. Microbiol., 1979, 111, 1-61.		false		false	false	false		R. Rippka as Gloeothece B3 green	Sphagnum bog	%G+C: 40.4 Nutrition: obligate autotroph Salt tolerance: stenohaline N2 fixation: aerobic Pigments C-PE: - Pigments PEC: - CCA: - W/D (vegetatives cells): 5 - 6 W/D (transient stages): n/a Designation: ATCC 29116 TM 							Near Kastanienbaum, Vierwaldstättersee, Switzerland	B	Aerobic	1547
119	PCC 73108	Gloeothece	Cyanobactéries	PCC	407					01-01-1972	22°	J. Gen. Microbiol., 1979, 111, 1-61.		false		false	false	false		R. Rippka as Gloeothece B3 black	Sphagnum bog	%G+C: 42.7 Genome size (Gdal): 5.02 Nutrition: obligate autotroph Salt tolerance: stenohaline N2 fixation: anaerobic Pigments C-PE: + Pigments PEC: - CCA: I W/D (vegetatives cells): 5 - 6 W/D (transient stages): n/a Motility: - Gas vesicles: - Designation: ATCC 29164  (no longer available) 							near Kastanienbaum, Vierwaldstättersee, Switzerland	B	Aerobic	1539
120	PCC 73109	Synechococcus	Cyanobactéries	PCC	407			Agmenellum quadruplicatum	NIBB 1099 as Agmenellum quadruplicatum	01-01-1961	22°	Bot. Mar., 1962, 4, 129-139; J. Gen. Microbiol., 1979, 111, 1-61.		false		false	false	false		C. Van Baalen as Agmenellum quadruplicatum BG-I	Sea water	%G+C: 49 Nutrition: photoheterotroph Salt tolerance: euryhaline N2 fixation: - Pigments C-PE: - Pigments PEC: - CCA: - W/D (vegetatives cells): 1.2 - 1.5 W/D (transient stages): n/a Motility: - Gas vesicles: - Designation: ATCC 29404 							City Island, New York, USA	B	Aerobic	1535
121	PCC 73110	Leptolyngbya	Cyanobactéries	PCC	407			Plectonema boryanum, Arthronema sp.	CALU 465;PPMSU 61;IAM M-129 as Plectonema boryanum;CCALA 022 as Arthronema sp.;UTEX 594 as Plectonema boryanum		22°	Arch. Mikrobiol., 1952, 17, 34-53; J. Gen. Microbiol., 1979, 111, 1-61.		false		false	false	false		M. Shilo <- UTEX  as Plectonema boryanum UTEX 594 <- M. T. Dyar as unidentified filamentous alga no. 3	Source unknown	%G+C: 49.9 Genome size (Gdal): 5.15 Nutrition: chemoheterotroph N2 fixation: anaerobic Pigments C-PE: - Pigments PEC: - CCA: - W/D (vegetatives cells): 1.8 - 2.3 W/D (transient stages): n/a Phages (sens): LPP-1 Motility: transient Gas vesicles: - Designation: ATCC 29407  (no longer available) 								B	Aerobic	1539
122	PCC 7312	Myxosarcina	Cyanobactéries	PCC	407				ACMM 430	01-01-1971	22°	Microbiol. Rev., 1978, 42, 2-44; J. Gen. Microbiol., 1979, 111, 1-61.		false		false	false	false		J. B. Waterbury	Snail shell	%G+C: 44 Genome size (Gdal): 3.53 Nutrition: photoheterotroph Salt tolerance: marine N2 fixation: anaerobic Pigments C-PE: + Pigments PEC: - CCA: III W/D (vegetatives cells): 5 W/D (transient stages): 2 Motility: transient CCA: - Designation: ATCC 29377 							Intertidal zone, Arizona Marine Station, Puerto Penasco, Mexico	B	Aerobic	1534
123	PCC 7314	Pleurocapsa	Cyanobactéries	PCC	407				ACMM 403	01-01-1971	22°	Microbiol. Rev., 1978, 42, 2-44.		false		false	false	false		J. B. Waterbury	Snail shell	%G+C: 43.3 Nutrition: photoheterotroph Salt tolerance: marine N2 fixation: anaerobic Pigments C-PE: + Pigments PEC: - CCA: III W/D (vegetatives cells): n/a W/D (transient stages): 2.5 - 3 Motility: transient Gas vesicles: - Designation: ATCC 29386 							Intertidal zone, Arizona Marine Station, Puerto Penasco, Mexico	B	Aerobic	1534
124	PCC 7315	Pleurocapsa	Cyanobactéries	PCC	407						22°			false		false	false	false												B		
125	PCC 7317	Pleurocapsa	Cyanobactéries	PCC	407				ACMM 402	01-01-1971	22°	Microbiol. Rev., 1978, 42, 2-44; J. Gen. Microbiol., 1979, 111, 1-61.		false		false	false	false		J. B. Waterbury	Snail shell	%G+C: 45.4 Nutrition: chemoheterotroph Salt tolerance: marine N2 fixation: - Pigments C-PE: + Pigments PEC: - CCA: I W/D (vegetatives cells): 5 - 7 W/D (transient stages): 2.5 - 3 Motility: transient Gas vesicles: - Designation: ATCC 29387 							Intertidal zone, Arizona Marine Station, Puerto Penasco, Mexico	B	Aerobic	1536
126	PCC 7319	Pleurocapsa	Cyanobactéries	PCC	407			 		01-01-1971	22°	Microbiol. Rev., 1978, 42, 2-44; J. Gen. Microbiol., 1979, 111, 1-61; Methods Enzymol., 1988, 167, 28-67; Subsection II, in «Bergey's Manual of Systematic Bacteriology», 2001a, 2nd Ed., 1, 514-539.		false		false	false	false		J. B. Waterbury	Snail shell	%G+C: 43.2 Nutrition: photoheterotroph Salt tolerance: marine N2 fixation: - Pigments C-PE: + Pigments PEC: - CCA: III W/D (vegetatives cells): 6 - 8 W/D (transient stages): 2.5 Motility: transient Gas vesicles: - Designation: ATCC 29388 				                     Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;GCA_000332195.1  &nbsp;      			Intertidal zone, Arizona Marine Station, Puerto Penasco, Mexico	B	Aerobic	1534
127	PCC 7320	Pleurocapsa	Cyanobactéries	PCC	407				ACMM 406	01-01-1971	22°	Microbiol. Rev., 1978, 42, 2-44; J. Gen. Microbiol., 1979, 111, 1-61.		false		false	false	false		J. B. Waterbury	Snail shell	%G+C: 43 Genome size (Gdal): 3.43 Nutrition: photoheterotroph Salt tolerance: marine N2 fixation: anaerobic Pigments C-PE: + Pigments PEC: - CCA: III W/D (vegetatives cells): 6 W/D (transient stages): 2 Motility: transient Gas vesicles: - Designation: ATCC 29389 							Intertidal zone, Arizona Marine Station, Puerto Penasco, Mexico	B	Aerobic	1534
128	PCC 7321	Pleurocapsa	Cyanobactéries	PCC	407				ACMM 407	01-01-1971	22°	Microbiol. Rev., 1978, 42, 2-44; J. Gen. Microbiol., 1979, 111, 1-61.		false		false	false	false		J. B. Waterbury	Snail shell	%G+C: 43 Nutrition: photoheterotroph Salt tolerance: marine N2 fixation: anaerobic Pigments C-PE: + Pigments PEC: - CCA: I W/D (vegetatives cells): n/a W/D (transient stages): 2.5 - 3 Motility: transient Gas vesicles: - Designation: ATCC 29390 (no longer available) 							Intertidal Zone, Arizona Marine Station, Puerto Penasco, Mexico	B	Aerobic	1534
129	PCC 7322	Pleurocapsa	Cyanobactéries	PCC	407				ACMM 405	01-01-1971	22°	Microbiol. Rev., 1978, 42, 2-44; J. Gen. Microbiol., 1979, 111, 1-61.		false		false	false	false		J. B. Waterbury	Snail shell	%G+C: 43 Genome size (Gdal): 3.13 Nutrition: photoheterotroph Salt tolerance: marine N2 fixation: anaerobic Pigments C-PE: + Pigments PEC: - CCA: III W/D (vegetatives cells): 6 - 8 W/D (transient stages): 2 - 3 Motility: transient Gas vesicles: - Designation: ATCC 29391  (no longer available) 							Intertidal Zone, Arizona Marine Station, Puerto Penasco, Mexico	B	Aerobic	1534
130	PCC 7324	Pleurocapsa	Cyanobactéries	PCC	407					01-01-1971	22°	Microbiol. Rev., 1978, 42, 2-44; J. Gen. Microbiol., 1979, 111, 1-61.		false		false	false	false		J. B. Waterbury	Snail shell	%G+C: 43.3 Genome size (Gdal): 4.05 Nutrition: obligate autotroph Salt tolerance: marine N2 fixation: anaerobic Pigments C-PE: + Pigments PEC: - CCA: I W/D (vegetatives cells): 5 W/D (transient stages): 3 Motility: transient Gas vesicles: - Designation: ATCC 29392  (no longer available) 							Intertidal Zone, Arizona Marine Station, Puerto Penasco, Mexico	B	Aerobic	1534
131	PCC 7325	Myxosarcina	Cyanobactéries	PCC	407			 	ACMM 429;SAG 30.84	01-01-1971	22°	Microbiol. Rev., 1978, 42, 2-44; J. Gen. Microbiol., 1979, 111, 1-61; Subsection II, in «Bergey's Manual of Systematic Bacteriology», 2001a, 2nd Ed., 1, 514-539.		false		false	false	false		J. B. Waterbury	Snail shell	%G+C: 42.7 Nutrition: chemoheterotroph Salt tolerance: marine N2 fixation: - Pigments C-PE: + Pigments PEC: - CCA: III W/D (vegetatives cells): 8 - 10 W/D (transient stages): 3 Motility: transient Gas vesicles: - Designation: ATCC 29378 							Intertidal zone, Arizona Marine Station, Puerto Penasco, Mexico	B	Aerobic	1534
132	PCC 7326	Dermocarpella	Cyanobactéries	PCC	407			Dermocarpella incrassata	SAG 29.84	01-01-1971	22°	Microbiol. Rev., 1978, 42, 2-44; J. Gen. Microbiol., 1979, 111, 1-61; Subsection II, in «Bergey's Manual of Systematic Bacteriology», 1989, 3, 1746-1770; Subsection II, in «Bergey's Manual of Systematic Bacteriology», 2001a, 2nd Ed., 1, 514-539.		false		false	false	false		U. G. Schlösser as Dermocarpella sp. SAG 29.84 <- (P) R. Rippka <- (P) J. B. Waterbury	Snail shell	%G+C: 45.1 Genome size (Gdal): 3.33 Nutrition: chemoheterotroph N2 fixation: - Pigments C-PE: + Pigments PEC: - CCA: III W/D (vegetatives cells): 10 - 13 W/D (transient stages): 2 Motility: transient Gas vesicles: - Designation: ATCC 29376 							Intertidal zone, Arizona Marine Station, Puerto Penasco, Mexico	B	Aerobic	1534
133	PCC 7327	Pleurocapsa	Cyanobactéries	PCC	407			Pleurocapsa minor		01-01-1969	22°	Schweiz. Zeit. Hydrobiol., 1970, 32, 538-551; Microbiol. Rev., 1978, 42, 2-44; J. Gen. Microbiol., 1979, 111, 1-61; Subsection II, in «Bergey's Manual of Systematic Bacteriology», 2001a, 2nd Ed., 1, 514-539.		false		false	false	false		J. B. Waterbury <- (I) R. W. Castenholz as Pleurocapsa minor OH-69-pm	Water, Hunter's Hot Spring	%G+C: 46.5 Nutrition: photoheterotroph Salt tolerance: stenohaline Thermophilie: + N2 fixation: anaerobic Pigments C-PE: + Pigments PEC: - CCA: I W/D (vegetatives cells): 4 - 6 W/D (transient stages): 2 - 2.5 Motility: transient Gas vesicles: - Designation: ATCC 29393 				GCA_000317025.1			Oregon, USA	B	Aerobic	1539
134	PCC 7330	Chroococcidiopsis	Cyanobactéries	PCC	407						0°			false		false	false	false												B		
135	PCC 7335	Synechococcus	Cyanobactéries	PCC	407			 	ACMM 343	01-01-1971	22°C°	J. Gen. Microbiol., 1979, 111, 1-61; Bergey's Manual of Systematic Bacteriology, 2nd Ed., 2001, pp. 493-514.		false		false	false	false		J. B. Waterbury	Snail shell	%G+C: 47.4 Genome size (Gdal): 3.11 Nutrition: photoheterotroph Salt tolerance: marine N2 fixation: anaerobic Pigments C-PE: + Pigments PEC: - CCA: III W/D (vegetatives cells): 1.9 - 2.1 W/D (transient stages): n/a Motility: - Gas vesicles: - Phages (res): AS-1M and SM-1 Designation: ATCC 29403 				GCA_000155595.1			Intertidal zone, Puerto Penasco, Mexico	B	Aerobic	1534
136	PCC 7336	Synechococcus	Cyanobactéries	PCC	407					01-01-1971	22°			false		false	false	false		J. B. Waterbury	Sea water, tank	Nutrition: obligate autotroph Salt tolerance: marine Pigments C-PE: + Pigments PEC: - CCA: III W/D (vegetatives cells): nd W/D (transient stages): n/a Gas vesicles: - 				GCA_000332275.1			Berkeley, California, USA	B	Aerobic	1534
137	PCC 7338	Synechocystis	Cyanobactéries	PCC	407					01-01-1970	22°			false		false	false	false		J. B. Waterbury	Water, tidal pool	Salt tolerance: euryhaline Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): 2 - 3 W/D (transient stages): n/a Gas vesicles: - 							Bodega Head, California, USA	B	Aerobic	1534
138	PCC 7339	Synechocystis	Cyanobactéries	PCC	407					01-01-1970	22°			false		false	false	false		J. B. Waterbury	Water, tidal pool	Salt tolerance: euryhaline Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): 2 - 3 W/D (transient stages): n/a Gas vesicles: - 							Bodega Head, California, USA	B	Aerobic	1534
139	PCC 7345	Arthrospira	Cyanobactéries	PCC	407			Spirulina platensis	UTEX LB 1926 as Spirulina platensis;UTEX LB 1928 as Spirulina platensis	01-01-1969	22°C°	J. Gen. Microbiol., 1979, 111, 1-61; Methods Enzymol., 1988, 167, 28-67; Catalogue & Taxonomic Handbook, 1992, Institut Pasteur, Paris, 1-103; Subsection II, in «Bergey's Manual of Systematic Bacteriology», 2001a, 2nd Ed., 1, 514-539.		false		false	false	false		R. Rippka <- (I) R. C. Starr as Spirulina platensis UTEX 1928 <- F. T. Haxo <- R. A. Lewin as Arthrospira platensis	Saline marsh	%G+C: 44.3 Nutrition: obligate autotroph Salt tolerance: euryhaline N2 fixation: - Pigments C-PE: - Pigments PEC: - CCA: - W/D (vegetatives cells): 8 - 9 W/D (transient stages): n/a Motility: permanent Gas vesicles: permanent, dispersed Designation: ATCC 29408 							Del Mar Slough, San Diego, California, USA	B	Aerobic	1546
140	PCC 7367	Pseudanabaena	Cyanobactéries	PCC	407			 		01-01-1971	22°	J. Gen. Microbiol., 1979, 111, 1-61; Catalogue & Taxonomic Handbook, 1992, Institut Pasteur, Paris, 1-103; Subsection III, in «Bergey's Manual of Systematic Bacteriology», 2001, 2nd Ed., 1, 539-562.		false		false	false	false		J. B. Waterbury	Snail shell	%G+C: 47.7 Genome size (Gdal): 2.95 Nutrition: obligate autotroph Salt tolerance: marine N2 fixation: - Pigments C-PE: + Pigments PEC: - CCA: I W/D (vegetatives cells): 1.3 - 1.8 W/D (transient stages): n/a Motility: permanent Gaz vesicles: permanent, polar Designation: ATCC 29137  (no longer available) 				GCA_000317065.1			Intertidal zone, Puerto Penasco, Mexico	B	Aerobic	1534
141	PCC 7376	Leptolyngbya	Cyanobactéries	PCC	407			Phormidium fragile	UTEX LB 2426 as Phormidium fragile	01-01-1953	22°	J. Gen. Microbiol., 1979, 111, 1-61.		false		false	false	false		R. A. Lewin as Phormidium fragile <- (l) P. Strout and  F. T. Haxo: strain CY-24	Sea water	%G+C: 46 Genome size (Gdal): 2.63 Nutrition: obligate autotroph Salt tolerance: marine Pigments C-PE: + Pigments PEC: - CCA: I W/D (vegetatives cells): 1.3 - 1.8 W/D (transient stages): n/a Motility: - Gas vesicles: - 				GCA_000316605.1			La Jolla, California, USA	B	Aerobic	1536
142	PCC 7402	Pseudanabaena	Cyanobactéries	PCC	407					01-01-1972	22°	J. Gen. Microbiol., 1979, 111, 1-61.		false		false	false	false		R. Rippka <- (l) J. A. Houghton	Pond heavily polluted with pig manure	%G+C: 46.6 Genome size (Gdal): 2.51 Nutrition: obligate autotroph N2 fixation: - Pigments C-PE: - Pigments PEC: - CCA: - W/D (vegetatives cells): 2 - 2.5 W/D (transient stages): n/a Motility: permanent Gaz vesicles: permanent, polar Designation: ATCC 29207 				                      Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;  &nbsp;      			Ireland	B	Aerobic	1539
143	PCC 7403	Pseudanabaena	Cyanobactéries	PCC	407			 		01-01-1972	22°	J. Gen. Microbiol., 1979, 111, 1-61; Catalogue & Taxonomic Handbook, 1992, Institut Pasteur, Paris, 1-103; Subsection III, in «Bergey's Manual of Systematic Bacteriology», 2001, 2nd Ed., 1, 539-562.		false		false	false	false		R. Rippka as Pseudanabaena B1	Sphagnum bog	%G+C: 46.3 Genome size (Gdal): 3.17 Nutrition: obligate autotroph N2 fixation: anaerobic Pigments C-PE: - Pigments PEC: - CCA: - W/D (vegetatives cells): 1.8 - 2.3 W/D (transient stages): n/a Motility: - Gaz vesicles: permanent, polar Designation: ATCC 29210 							near Kastanienbaum, Vierwaldstättersee, Switzerland	B	Aerobic	1539
144	PCC 7404	Leptolyngbya	Cyanobactéries	PCC	407					01-01-1967	539°	 J. Gen. Microbiol., 1979, 111, 1-61.		false		false	false	false		R. Rippka <- (l) R. Kunisawa as Phormidium 1.3P.1	Water, lake	%G+C: 50.7 Genome size (Gdal): 4.96 Nutrition: obligate autotroph N2 fixation: - Pigments C-PE: - Pigments PEC: - CCA: - W/D (vegetatives cells): 0.8 - 1.3 W/D (transient stages): n/a Motility: transient Gas vesicles: transient, dispersed Designation: ATCC 29165 				            &nbsp;  &nbsp;Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.      			Washington, USA	B	Aerobic	1539
145	PCC 7405	Leptolyngbya	Cyanobactéries	PCC	407					01-01-1967	22°			false		false	false	false		R. Rippka <- (l) R. Kunisawa as Phormidium 1.3.2	Water, lake	%G+C: 51.1 Genome size (Gdal): 4.96 Nutrition: obligate autotroph N2 fixation: - Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Gas vesicles: transient, dispersed 							Washington, USA	B	Aerobic	1539
146	PCC 7406	Leptolyngbya	Cyanobactéries	PCC	407					01-01-1971	22°	 J. Gen. Microbiol., 1979, 111, 1-61.		false		false	false	false		R. Rippka <- (l) A. Neilson as Pseudanabaena Az Tn	Epiphyte on Azolla filiculoides	%G+C: 49.2 Genome size (Gdal): 3.54 Nutrition: obligate autotroph N2 fixation: anaerobic Pigments C-PE: - Pigments PEC: - CCA: - W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: transient Gas vesicles: transient, dispersed Designation: ATCC 29125 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.			Berkeley, California, USA	B	Aerobic	1539
147	PCC 7407	Geitlerinema	Cyanobactéries	PCC	407			Microcoleus vaginatus	ACMM 489 as LPP group;UTCC 99 as LPP group		22°	J. Gen. Microbiol., 1979, 111, 1-61. Subsection III, in «Bergey's Manual of Systematic Bacteriology», 2001, 2nd Ed., 1, 539-562.		false		false	false	false		R. Rippka <- (I) W. Koch, SAG as Microcoleus vaginatus	Source unknown	%G+C: 56.2 Genome size (Gdal): 2.58 Nutrition: chemoheterotroph Salt tolerance: stenohaline N2 fixation: - Pigments C-PE: - Pigments PEC: - CCA: - W/D (vegetatives cells): 1.5 - 2 W/D (transient stages): n/a Motility: permanent Gas vesicles: - Designation: ATCC 29126 				GCA_000317045.1				B	Aerobic	1539
